id,name
C14.907.725.600,Myocardial Reperfusion Injury
C14.907.725.638,Post-Cardiac Arrest Syndrome
C14.907.725.675,Primary Graft Dysfunction
C14.907.760,Retinal Vein Occlusion
C14.907.780,Scimitar Syndrome
C14.907.790,Spinal Cord Vascular Diseases
C14.907.790.550,Spinal Cord Ischemia
C14.907.790.550.100,Anterior Spinal Artery Syndrome
C14.907.795,Splenic Infarction
C14.907.798,"Stenosis, Pulmonary Vein"
C14.907.800,Superior Vena Cava Syndrome
C14.907.823,Telangiectasis
C14.907.823.213,Ataxia Telangiectasia
C14.907.823.225,CREST Syndrome
C14.907.823.502,Retinal Telangiectasis
C14.907.823.780,"Telangiectasia, Hereditary Hemorrhagic"
C14.907.863,Thoracic Outlet Syndrome
C14.907.863.200,Cervical Rib Syndrome
C14.907.903,Varicocele
C14.907.927,Varicose Veins
C14.907.927.730,Varicose Ulcer
C14.907.933,Vascular Fistula
C14.907.933.110,Arterio-Arterial Fistula
C14.907.933.110.500,Bland White Garland Syndrome
C14.907.933.555,Arteriovenous Fistula
C14.907.933.555.500,Carotid-Cavernous Sinus Fistula
C14.907.936,Vascular Neoplasms
C14.907.937,Vascular System Injuries
C14.907.940,Vasculitis
C14.907.940.080,Aortitis
C14.907.940.090,Arteritis
C14.907.940.090.170,"AIDS Arteritis, Central Nervous System"
C14.907.940.090.340,Endarteritis
C14.907.940.090.530,Giant Cell Arteritis
C14.907.940.090.720,Polyarteritis Nodosa
C14.907.940.090.800,Takayasu Arteritis
C14.907.940.100,Behcet Syndrome
C14.907.940.320,Cogan Syndrome
C14.907.940.530,Malignant Atrophic Papulosis
C14.907.940.560,Mucocutaneous Lymph Node Syndrome
C14.907.940.740,Phlebitis
C14.907.940.740.910,Thrombophlebitis
C14.907.940.740.910.500,Lemierre Syndrome
C14.907.940.777,"Purpura, Schoenlein-Henoch"
C14.907.940.815,Retinal Vasculitis
C14.907.940.890,Shwartzman Phenomenon
C14.907.940.897,Systemic Vasculitis
C14.907.940.897.249,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
C14.907.940.897.249.249,Churg-Strauss Syndrome
C14.907.940.897.249.500,Microscopic Polyangiitis
C14.907.940.897.249.750,Granulomatosis with Polyangiitis
C14.907.940.897.500,Polyarteritis Nodosa
C14.907.940.897.750,Rheumatoid Vasculitis
C14.907.940.905,Thromboangiitis Obliterans
C14.907.940.907,"Vasculitis, Central Nervous System"
C14.907.940.907.175,"AIDS Arteritis, Central Nervous System"
C14.907.940.907.700,Giant Cell Arteritis
C14.907.940.907.850,"Lupus Vasculitis, Central Nervous System"
C14.907.940.910,"Vasculitis, Leukocytoclastic, Cutaneous"
C14.907.946,Vasoplegia
C14.907.952,Venous Insufficiency
C14.907.952.760,Postphlebitic Syndrome
C14.907.952.880,Postthrombotic Syndrome
