,name,Identifier
819,May-Thurner,R-HSA-2219528
820,May-Thurner,R-HSA-9632693
821,May-Thurner,R-HSA-9630750
822,May-Thurner,R-HSA-6783783
823,May-Thurner,R-HSA-6785807
824,May-Thurner,R-HSA-9033241
825,May-Thurner,R-HSA-9024446
826,May-Thurner,R-HSA-1266695
827,May-Thurner,R-HSA-195258
828,May-Thurner,R-HSA-1632852
829,May-Thurner,R-HSA-212436
830,Median,R-HSA-5678895
831,Median,R-HSA-162658
832,Pulmonary,R-HSA-5687583
833,Pulmonary,R-HSA-5687868
834,Pulmonary,R-HSA-5619045
835,Pulmonary,R-HSA-5688890
836,Pulmonary,R-HSA-5688399
837,Pulmonary,R-HSA-5688849
838,Pulmonary,R-HSA-5683678
839,Pulmonary,R-HSA-5688031
840,Pulmonary,R-HSA-5688354
841,Pulmonary,R-HSA-5687613
842,Pulmonary,R-HSA-5683826
843,Pulmonary,R-HSA-193807
844,Pulmonary,R-HSA-9617828
845,Pulmonary,R-HSA-9615017
846,Pulmonary,R-HSA-2466712
847,Pulmonary,R-HSA-1247673
848,Pulmonary,R-HSA-392499
849,Pulmonary,R-HSA-1483206
850,Pulmonary,R-HSA-1480926
851,Pulmonary,R-HSA-512988
852,Single,R-HSA-5685938
853,Single,R-HSA-5649702
854,Single,R-HSA-5693567
855,Single,R-HSA-110381
856,Single,R-HSA-73930
857,Single,R-HSA-1187000
858,Single,R-HSA-168181
859,Single,R-HSA-8963888
860,Single,R-HSA-141424
861,Single,R-HSA-141444
862,Single,R-HSA-141405
863,Single,R-HSA-5693537
864,Single,R-HSA-69618
865,Single,R-HSA-9605308
866,Single,R-HSA-2995383
867,Single,R-HSA-141430
868,Single,R-HSA-159418
869,Single,R-HSA-5693616
870,Single,R-HSA-5250989
871,Single,R-HSA-3595174
872,Single,R-HSA-9675135
873,Single,R-HSA-2393930
874,Single,R-HSA-8856825
875,Single,R-HSA-5693568
876,Single,R-HSA-8866907
877,Single,R-HSA-5656121
878,Single,R-HSA-9609736
879,Single,R-HSA-68962
880,Single,R-HSA-9616334
881,Single,R-HSA-1234158
882,Single,R-HSA-5635851
883,Single,R-HSA-8876493
884,Single,R-HSA-8866910
885,Single,R-HSA-9656256
886,Single,R-HSA-9629232
887,Single,R-HSA-9605310
888,Single,R-HSA-5625740
889,Single,R-HSA-1839120
890,Single,R-HSA-8864260
891,Single,R-HSA-5693571
892,Single,R-HSA-6782210
893,Single,R-HSA-8964041
894,Single,R-HSA-426486
895,Single,R-HSA-73933
896,Single,R-HSA-4085377
897,Single,R-HSA-5693554
898,Single,R-HSA-112126
899,Single,R-HSA-912446
900,Single,R-HSA-174437
901,Single,R-HSA-69166
902,Single,R-HSA-69183
903,Single,R-HSA-5653890
904,Single,R-HSA-174414
905,Single,R-HSA-2514859
906,Single,R-HSA-4793950
907,Single,R-HSA-163125
908,Single,R-HSA-379726
909,Single,R-HSA-5685939
910,Single,R-HSA-5358508
911,Single,R-HSA-69478
912,Single,R-HSA-69186
913,Single,R-HSA-1222538
914,Single,R-HSA-5696397
915,Single,R-HSA-174417
916,Single,R-HSA-9630221
917,Single,R-HSA-8964038
918,Single,R-HSA-8868773
919,Single,R-HSA-157579
920,Single,R-HSA-5688426
921,Single,R-HSA-69541
922,Single,R-HSA-4608870
923,Single,R-HSA-71064
924,Single,R-HSA-70221
925,Single,R-HSA-2022854
926,Single,R-HSA-5358565
927,Single,R-HSA-1500620
928,Single,R-HSA-171306
929,Single,R-HSA-376172
930,Single,R-HSA-159740
931,Single,R-HSA-167161
932,Single,R-HSA-75953
933,Single,R-HSA-5083632
934,Single,R-HSA-110362
935,Single,R-HSA-3000178
936,Single,R-HSA-909733
937,Single,R-HSA-381042
938,Single,R-HSA-195258
939,Single,R-HSA-110373
940,Single,R-HSA-176187
941,Single,R-HSA-399721
942,Single,R-HSA-175567
943,Single,R-HSA-6784531
944,Single,R-HSA-500753
945,Single,R-HSA-450341
946,Single,R-HSA-399710
947,Single,R-HSA-983168
948,Single,R-HSA-5621480
949,Single,R-HSA-171319
950,Single,R-HSA-5336415
951,Single,R-HSA-6806664
952,Single,R-HSA-165054
953,Single,R-HSA-5423599
954,Single,R-HSA-5651801
955,Single,R-HSA-73884
956,Single,R-HSA-75944
957,Single,R-HSA-163316
958,Single,R-HSA-8851680
959,Single,R-HSA-8866652
960,Single,R-HSA-162710
961,Single,R-HSA-381070
962,Single,R-HSA-9006934
963,Single,R-HSA-6781827
964,Single,R-HSA-9036866
965,Single,R-HSA-5617833
966,Single,R-HSA-4086400
967,Single,R-HSA-3772470
968,Single,R-HSA-388841
969,Single,R-HSA-8956320
970,Single,R-HSA-8982491
971,Single,R-HSA-70263
972,Single,R-HSA-5693607
973,Single,R-HSA-5693579
974,Single,R-HSA-937072
975,Single,R-HSA-112315
976,Single,R-HSA-9014325
977,Single,R-HSA-166786
978,Single,R-HSA-9008059
979,Single,R-HSA-446652
980,Single,R-HSA-5693538
981,Single,R-HSA-5693532
982,Single,R-HSA-8849932
983,Single,R-HSA-6806942
984,Single,R-HSA-9668250
985,Single,R-HSA-162906
986,Single,R-HSA-157118
987,Single,R-HSA-156590
988,Single,R-HSA-9616333
989,Single,R-HSA-8983711
990,Single,R-HSA-9020591
991,Single,R-HSA-428157
992,Single,R-HSA-75876
993,Single,R-HSA-2990846
994,Single,R-HSA-379724
995,Single,R-HSA-75064
996,Single,R-HSA-72312
997,Single,R-HSA-5687128
998,Single,R-HSA-8852405
999,Single,R-HSA-5655332
1000,Single,R-HSA-8853338
1001,Single,R-HSA-73894
1002,Single,R-HSA-9033241
1003,Single,R-HSA-2559584
1004,Single,R-HSA-6802948
1005,Single,R-HSA-186712
1006,Single,R-HSA-6807505
1007,Single,R-HSA-168255
1008,Single,R-HSA-203927
1009,Single,R-HSA-2173789
1010,Single,R-HSA-1227986
1011,Single,R-HSA-5693565
1012,Single,R-HSA-9013508
1013,Single,R-HSA-3247509
1014,Single,R-HSA-452723
1015,Single,R-HSA-140837
1016,Single,R-HSA-1226099
1017,Single,R-HSA-83936
1018,Single,R-HSA-1442490
1019,Single,R-HSA-72613
1020,Single,R-HSA-611105
1021,Single,R-HSA-9020702
1022,Single,R-HSA-3214815
1023,Single,R-HSA-162592
1024,Single,R-HSA-1474290
1025,Single,R-HSA-8852135
1026,Single,R-HSA-8951664
1027,Single,R-HSA-212436
1028,Single,R-HSA-201451
1029,Single,R-HSA-350054
1030,Single,R-HSA-2022090
1031,Single,R-HSA-1266695
1032,Single,R-HSA-1236394
1033,Arterio-Arterial,R-HSA-5619068
1034,Arterio-Arterial,R-HSA-9013700
1035,Arterio-Arterial,R-HSA-9013508
1036,Arterio-Arterial,R-HSA-9615017
1037,Arterio-Arterial,R-HSA-140875
1038,Arterio-Arterial,R-HSA-9012852
1039,Tuberculosis,R-HSA-9635486
1040,Tuberculosis,R-HSA-9637687
1041,Tuberculosis,R-HSA-9637679
1042,Tuberculosis,R-HSA-9637698
1043,Tuberculosis,R-HSA-9635465
1044,Tuberculosis,R-HSA-9636383
1045,Tuberculosis,R-HSA-1222387
1046,Tuberculosis,R-HSA-9636467
1047,Tuberculosis,R-HSA-9637690
1048,Tuberculosis,R-HSA-1222541
1049,Tuberculosis,R-HSA-9636667
1050,Tuberculosis,R-HSA-9635644
1051,Tuberculosis,R-HSA-9637628
1052,Tuberculosis,R-HSA-9636249
1053,Tuberculosis,R-HSA-9639775
1054,Tuberculosis,R-HSA-1222499
1055,Tuberculosis,R-HSA-1222449
1056,Tuberculosis,R-HSA-1222538
1057,Tuberculosis,R-HSA-9636569
1058,Tuberculosis,R-HSA-5663205
1059,Tuberculosis,R-HSA-5621575
1060,Tuberculosis,R-HSA-5621481
1061,Tuberculosis,R-HSA-1834941
1062,Tuberculosis,R-HSA-9660826
1063,Tuberculosis,R-HSA-1643685
1064,Arrhythmias,R-HSA-9684068
1065,Arrhythmias,R-HSA-9609310
1066,Arrhythmias,R-HSA-5576895
1067,Arrhythmia,R-HSA-5678420
1068,Sick,R-HSA-9679506
1069,Atrial,R-HSA-5678420
1070,Atrial,R-HSA-1296053
1071,Atrial,R-HSA-5576890
1072,Cardiac,R-HSA-5576891
1073,Cardiac,R-HSA-5576893
1074,Cardiac,R-HSA-5576894
1075,Cardiac,R-HSA-5576886
1076,Cardiac,R-HSA-5576890
1077,Cardiac,R-HSA-5576892
1078,Cardiac,R-HSA-5578775
1079,Cardiac,R-HSA-5619053
1080,Cardiac,R-HSA-8866906
1081,Cardiac,R-HSA-3828062
1082,Cardiac,R-HSA-5578768
1083,Cardiac,R-HSA-3560801
1084,Cardiac,R-HSA-5678420
1085,Cardiac,R-HSA-8866907
1086,Cardiac,R-HSA-8864260
1087,Cardiac,R-HSA-9660537
1088,Cardiac,R-HSA-8866910
1089,Cardiac,R-HSA-1980145
1090,Cardiac,R-HSA-9629232
1091,Cardiac,R-HSA-1296071
1092,Cardiac,R-HSA-1296053
1093,Cardiac,R-HSA-1296061
1094,Cardiac,R-HSA-1296065
1095,Cardiac,R-HSA-74182
1096,Cardiac,R-HSA-8963889
1097,Cardiac,R-HSA-982772
1098,Cardiac,R-HSA-8979227
1099,Cardiac,R-HSA-2206296
1100,Cardiac,R-HSA-425393
1101,Cardiac,R-HSA-445355
1102,Cardiac,R-HSA-163560
1103,Cardiac,R-HSA-202131
1104,Ventricular,R-HSA-5678420
1105,Ventricular,R-HSA-5576886
1106,Ventricular,R-HSA-1296053
1107,Ventricular,R-HSA-5576891
1108,Adams-Stokes,R-HSA-1980143
1109,Adams-Stokes,R-HSA-2122948
1110,Adams-Stokes,R-HSA-6804760
1111,Adams-Stokes,R-HSA-5173214
1112,Adams-Stokes,R-HSA-2559583
1113,Adams-Stokes,R-HSA-3769402
1114,Adams-Stokes,R-HSA-2559584
1115,Adams-Stokes,R-HSA-139910
1116,Adams-Stokes,R-HSA-114452
1117,Adams-Stokes,R-HSA-75108
1118,Adams-Stokes,R-HSA-109581
1119,Adams-Stokes,R-HSA-6804756
1120,Adams-Stokes,R-HSA-9675132
1121,Adams-Stokes,R-HSA-72695
1122,Adams-Stokes,R-HSA-1474244
1123,Atrioventricular,R-HSA-1296061
1124,Bundle-Branch,R-HSA-8985801
1125,Bundle-Branch,R-HSA-70895
1126,Bundle-Branch,R-HSA-187706
1127,Bundle-Branch,R-HSA-8986944
1128,Bundle-Branch,R-HSA-9022702
1129,Bundle-Branch,R-HSA-210744
1130,Bundle-Branch,R-HSA-380994
1131,Bundle-Branch,R-HSA-70221
1132,Bundle-Branch,R-HSA-71336
1133,Bundle-Branch,R-HSA-4793952
1134,Bundle-Branch,R-HSA-3878781
1135,Bundle-Branch,R-HSA-6805567
1136,Bundle-Branch,R-HSA-8982491
1137,Bundle-Branch,R-HSA-173107
1138,Bundle-Branch,R-HSA-901032
1139,Bundle-Branch,R-HSA-193368
1140,Bundle-Branch,R-HSA-5651801
1141,Bundle-Branch,R-HSA-9018683
1142,Bundle-Branch,R-HSA-9651496
1143,Sinoatrial,R-HSA-1296061
1144,Long,R-HSA-5651801
1145,Long,R-HSA-110362
1146,Long,R-HSA-390247
1147,Long,R-HSA-9620244
1148,Long,R-HSA-75876
1149,Long,R-HSA-9639288
1150,Long,R-HSA-8978934
1151,Long,R-HSA-9673163
1152,Long,R-HSA-5687128
1153,Long,R-HSA-8878166
1154,Long,R-HSA-166187
1155,Long,R-HSA-1251985
1156,Long,R-HSA-2173793
1157,Long,R-HSA-2173795
1158,Long,R-HSA-1912420
1159,Long,R-HSA-1236394
1160,Long,R-HSA-428542
1161,Long,R-HSA-8878159
1162,Long,R-HSA-163767
1163,Long,R-HSA-163358
1164,Long,R-HSA-2029482
1165,Long,R-HSA-163685
1166,Long,R-HSA-1655829
1167,Long,R-HSA-2046105
1168,Long,R-HSA-5358346
1169,Long,R-HSA-110373
1170,Long,R-HSA-442729
1171,Long,R-HSA-167242
1172,Long,R-HSA-4755609
1173,Long,R-HSA-1369062
1174,Long,R-HSA-804914
1175,Long,R-HSA-9673202
1176,Long,R-HSA-9018683
1177,Long,R-HSA-9025106
1178,Long,R-HSA-9026403
1179,Long,R-HSA-9018677
1180,Long,R-HSA-9020265
1181,Long,R-HSA-9018681
1182,Long,R-HSA-9026395
1183,Long,R-HSA-9026762
1184,Long,R-HSA-9026766
1185,Long,R-HSA-9018682
1186,Long,R-HSA-9027307
1187,Long,R-HSA-9018676
1188,Long,R-HSA-9027604
1189,Long,R-HSA-9018679
1190,Long,R-HSA-9023661
1191,Long,R-HSA-9018896
1192,Long,R-HSA-73933
1193,Long,R-HSA-162599
1194,Long,R-HSA-400451
1195,Long,R-HSA-6811442
1196,Long,R-HSA-9026527
1197,Long,R-HSA-8875791
1198,Long,R-HSA-434316
1199,Long,R-HSA-5693607
1200,Long,R-HSA-5685938
1201,Long,R-HSA-9018519
1202,Long,R-HSA-5635838
1203,Long,R-HSA-167246
1204,Long,R-HSA-9033241
1205,Long,R-HSA-8934593
1206,Long,R-HSA-192456
1207,Long,R-HSA-9616222
1208,Long,R-HSA-211935
1209,Long,R-HSA-75105
1210,Long,R-HSA-629594
1211,Long,R-HSA-187037
1212,Long,R-HSA-8848584
1213,Long,R-HSA-5684045
1214,Long,R-HSA-190239
1215,Long,R-HSA-399719
1216,Long,R-HSA-438064
1217,Long,R-HSA-444209
1218,Long,R-HSA-9640463
1219,Long,R-HSA-8857538
1220,Long,R-HSA-5696400
1221,Long,R-HSA-390918
1222,Long,R-HSA-9664873
1223,Long,R-HSA-77285
1224,Long,R-HSA-77305
1225,Long,R-HSA-9664420
1226,Long,R-HSA-674695
1227,Long,R-HSA-5579011
1228,Long,R-HSA-200425
1229,Long,R-HSA-8868766
1230,Long,R-HSA-193704
1231,Long,R-HSA-399710
1232,Long,R-HSA-1462054
1233,Long,R-HSA-975956
1234,Long,R-HSA-8935690
1235,Long,R-HSA-5362798
1236,Long,R-HSA-69186
1237,Long,R-HSA-77310
1238,Long,R-HSA-5685942
1239,Long,R-HSA-5696397
1240,Long,R-HSA-174417
1241,Long,R-HSA-418886
1242,Long,R-HSA-5619045
1243,Long,R-HSA-426486
1244,Long,R-HSA-1483257
1245,Long,R-HSA-399721
1246,Long,R-HSA-1630316
1247,Long,R-HSA-164525
1248,Long,R-HSA-380095
1249,Long,R-HSA-5619053
1250,Long,R-HSA-5619108
1251,Long,R-HSA-114516
1252,Long,R-HSA-2046106
1253,Long,R-HSA-70268
1254,Long,R-HSA-1300642
1255,Long,R-HSA-422356
1256,Long,R-HSA-428157
1257,Long,R-HSA-5685939
1258,Long,R-HSA-2586552
1259,Long,R-HSA-177504
1260,Long,R-HSA-3371378
1261,Long,R-HSA-9032845
1262,Long,R-HSA-167172
1263,Long,R-HSA-5083625
1264,Long,R-HSA-2206292
1265,Long,R-HSA-5687583
1266,Long,R-HSA-8964058
1267,Long,R-HSA-9036092
1268,Long,R-HSA-5619099
1269,Long,R-HSA-73864
1270,Long,R-HSA-6785470
1271,Long,R-HSA-77588
1272,Long,R-HSA-9651496
1273,Long,R-HSA-9619665
1274,Long,R-HSA-879415
1275,Long,R-HSA-6804759
1276,Long,R-HSA-5693538
1277,Long,R-HSA-6796648
1278,Long,R-HSA-162589
1279,Long,R-HSA-3371599
1280,Long,R-HSA-2187335
1281,Long,R-HSA-425397
1282,Long,R-HSA-5619067
1283,Long,R-HSA-74160
1284,Long,R-HSA-5601884
1285,Long,R-HSA-71403
1286,Long,R-HSA-72306
1287,Long,R-HSA-72312
1288,Long,R-HSA-3238698
1289,Long,R-HSA-166520
1290,Long,R-HSA-9006115
1291,Long,R-HSA-157579
1292,Long,R-HSA-2682334
1293,Long,R-HSA-5688426
1294,Long,R-HSA-9037629
1295,Long,R-HSA-2454202
1296,Long,R-HSA-5693571
1297,Long,R-HSA-9036866
1298,Long,R-HSA-9609646
1299,Long,R-HSA-72613
1300,Long,R-HSA-162592
1301,Long,R-HSA-1474290
1302,Long,R-HSA-425407
1303,Long,R-HSA-2022090
1304,Long,R-HSA-212436
1305,Andersen,R-HSA-3878781
1306,Andersen,R-HSA-927802
1307,Andersen,R-HSA-975957
1308,Andersen,R-HSA-975956
1309,Andersen,R-HSA-196299
1310,Andersen,R-HSA-2559580
1311,Andersen,R-HSA-9617828
1312,Andersen,R-HSA-5358751
1313,Andersen,R-HSA-3296469
1314,Andersen,R-HSA-9629232
1315,Andersen,R-HSA-9616334
1316,Andersen,R-HSA-3108232
1317,Andersen,R-HSA-428359
1318,Andersen,R-HSA-450385
1319,Jervell-Lange,R-HSA-2470946
1320,Jervell-Lange,R-HSA-2559586
1321,Jervell-Lange,R-HSA-180786
1322,Jervell-Lange,R-HSA-8847993
1323,Jervell-Lange,R-HSA-9634638
1324,Jervell-Lange,R-HSA-4090294
1325,Jervell-Lange,R-HSA-71384
1326,Jervell-Lange,R-HSA-8848021
1327,Jervell-Lange,R-HSA-9009391
1328,Jervell-Lange,R-HSA-157579
1329,Jervell-Lange,R-HSA-8849473
1330,Jervell-Lange,R-HSA-8849471
1331,Jervell-Lange,R-HSA-8849469
1332,Jervell-Lange,R-HSA-9634600
1333,Jervell-Lange,R-HSA-5693571
1334,Jervell-Lange,R-HSA-8875791
1335,Jervell-Lange,R-HSA-174417
1336,Jervell-Lange,R-HSA-171319
1337,Jervell-Lange,R-HSA-171306
1338,Jervell-Lange,R-HSA-9673324
1339,Romano-Ward,R-HSA-5655799
1340,Romano-Ward,R-HSA-5619049
1341,Romano-Ward,R-HSA-5674135
1342,Romano-Ward,R-HSA-5675221
1343,Romano-Ward,R-HSA-5673000
1344,Romano-Ward,R-HSA-9662851
1345,Romano-Ward,R-HSA-5684996
1346,Romano-Ward,R-HSA-1855231
1347,Romano-Ward,R-HSA-1855215
1348,Romano-Ward,R-HSA-1855156
1349,Romano-Ward,R-HSA-1855184
1350,Romano-Ward,R-HSA-9683439
1351,Romano-Ward,R-HSA-9613354
1352,Romano-Ward,R-HSA-5620916
1353,Romano-Ward,R-HSA-4419969
1354,Romano-Ward,R-HSA-8943724
1355,Romano-Ward,R-HSA-6807070
1356,Romano-Ward,R-HSA-5693554
1357,Romano-Ward,R-HSA-6802946
1358,Romano-Ward,R-HSA-5632681
1359,Romano-Ward,R-HSA-210993
1360,Romano-Ward,R-HSA-452723
1361,Romano-Ward,R-HSA-9616222
1362,Romano-Ward,R-HSA-9679506
1363,Romano-Ward,R-HSA-9678108
1364,Romano-Ward,R-HSA-9664565
1365,Romano-Ward,R-HSA-3304351
1366,Romano-Ward,R-HSA-3304347
1367,Romano-Ward,R-HSA-3311021
1368,Romano-Ward,R-HSA-3304349
1369,Romano-Ward,R-HSA-3304356
1370,Romano-Ward,R-HSA-3315487
1371,Romano-Ward,R-HSA-71384
1372,Romano-Ward,R-HSA-3656253
1373,Romano-Ward,R-HSA-3656237
1374,Romano-Ward,R-HSA-2978092
1375,Romano-Ward,R-HSA-880009
1376,Romano-Ward,R-HSA-5357956
1377,Romano-Ward,R-HSA-5357786
1378,Romano-Ward,R-HSA-75893
1379,Pre-Excitation,R-HSA-68867
1380,Pre-Excitation,R-HSA-69002
1381,Pre-Excitation,R-HSA-1912422
1382,Pre-Excitation,R-HSA-68962
1383,Pre-Excitation,R-HSA-1912420
1384,Pre-Excitation,R-HSA-1912408
1385,Pre-Excitation,R-HSA-77595
1386,Pre-Excitation,R-HSA-75067
1387,Pre-Excitation,R-HSA-1912399
1388,Pre-Excitation,R-HSA-674695
1389,Pre-Excitation,R-HSA-113507
1390,Pre-Excitation,R-HSA-111367
1391,Pre-Excitation,R-HSA-6781823
1392,Pre-Excitation,R-HSA-72203
1393,Pre-Excitation,R-HSA-77588
1394,Pre-Excitation,R-HSA-73779
1395,Pre-Excitation,R-HSA-72165
1396,Pre-Excitation,R-HSA-196108
1397,Pre-Excitation,R-HSA-622323
1398,Pre-Excitation,R-HSA-500657
1399,Pre-Excitation,R-HSA-1236975
1400,Pre-Excitation,R-HSA-159740
1401,Pre-Excitation,R-HSA-9636383
1402,Pre-Excitation,R-HSA-2132295
1403,Pre-Excitation,R-HSA-6791226
1404,Pre-Excitation,R-HSA-168315
1405,Pre-Excitation,R-HSA-112308
1406,Pre-Excitation,R-HSA-5609975
1407,Pre-Excitation,R-HSA-5693616
1408,Pre-Excitation,R-HSA-140534
1409,Pre-Excitation,R-HSA-9609736
1410,Pre-Excitation,R-HSA-1236978
1411,Pre-Excitation,R-HSA-1236973
1412,Pre-Excitation,R-HSA-983169
1413,Pre-Excitation,R-HSA-210747
1414,Pre-Excitation,R-HSA-5619108
1415,Pre-Excitation,R-HSA-389958
1416,Pre-Excitation,R-HSA-389957
1417,Pre-Excitation,R-HSA-8868773
1418,Pre-Excitation,R-HSA-72086
1419,Pre-Excitation,R-HSA-72187
1420,Pre-Excitation,R-HSA-72163
1421,Pre-Excitation,R-HSA-983170
1422,Pre-Excitation,R-HSA-8939243
1423,Pre-Excitation,R-HSA-159763
1424,Pre-Excitation,R-HSA-446193
1425,Pre-Excitation,R-HSA-210744
1426,Pre-Excitation,R-HSA-5678771
1427,Pre-Excitation,R-HSA-72312
1428,Pre-Excitation,R-HSA-9608287
1429,Pre-Excitation,R-HSA-9013508
1430,Pre-Excitation,R-HSA-68827
1431,Pre-Excitation,R-HSA-381038
1432,Pre-Excitation,R-HSA-6790901
1433,Pre-Excitation,R-HSA-9603798
1434,Pre-Excitation,R-HSA-9608290
1435,Pre-Excitation,R-HSA-8873719
1436,Pre-Excitation,R-HSA-8876198
1437,Pre-Excitation,R-HSA-983695
1438,Pre-Excitation,R-HSA-5576892
1439,Pre-Excitation,R-HSA-176974
1440,Pre-Excitation,R-HSA-112310
1441,Pre-Excitation,R-HSA-73863
1442,Pre-Excitation,R-HSA-203927
1443,Pre-Excitation,R-HSA-112314
1444,Pre-Excitation,R-HSA-112311
1445,Pre-Excitation,R-HSA-8964011
1446,Pre-Excitation,R-HSA-8963899
1447,Pre-Excitation,R-HSA-5619062
1448,Pre-Excitation,R-HSA-373756
1449,Pre-Excitation,R-HSA-167060
1450,Pre-Excitation,R-HSA-210455
1451,Pre-Excitation,R-HSA-6807505
1452,Pre-Excitation,R-HSA-72306
1453,Pre-Excitation,R-HSA-9036866
1454,Pre-Excitation,R-HSA-5619089
1455,Pre-Excitation,R-HSA-191859
1456,Pre-Excitation,R-HSA-112307
1457,Pre-Excitation,R-HSA-112303
1458,Pre-Excitation,R-HSA-5619067
1459,Pre-Excitation,R-HSA-6794361
1460,Pre-Excitation,R-HSA-606279
1461,Pre-Excitation,R-HSA-881907
1462,Pre-Excitation,R-HSA-428542
1463,Pre-Excitation,R-HSA-75064
1464,Pre-Excitation,R-HSA-6781827
1465,Pre-Excitation,R-HSA-381753
1466,Pre-Excitation,R-HSA-6784531
1467,Pre-Excitation,R-HSA-68616
1468,Pre-Excitation,R-HSA-442755
1469,Pre-Excitation,R-HSA-6782135
1470,Pre-Excitation,R-HSA-165054
1471,Pre-Excitation,R-HSA-8964043
1472,Pre-Excitation,R-HSA-74158
1473,Pre-Excitation,R-HSA-156842
1474,Pre-Excitation,R-HSA-72200
1475,Pre-Excitation,R-HSA-112316
1476,Pre-Excitation,R-HSA-372790
1477,Pre-Excitation,R-HSA-9012852
1478,Pre-Excitation,R-HSA-181431
1479,Pre-Excitation,R-HSA-112315
1480,Pre-Excitation,R-HSA-9034015
1481,Pre-Excitation,R-HSA-5683826
1482,Pre-Excitation,R-HSA-74160
1483,Pre-Excitation,R-HSA-9006335
1484,Pre-Excitation,R-HSA-5685938
1485,Pre-Excitation,R-HSA-69278
1486,Pre-Excitation,R-HSA-5655302
1487,Pre-Excitation,R-HSA-1461957
1488,Pre-Excitation,R-HSA-512988
1489,Pre-Excitation,R-HSA-3247509
1490,Pre-Excitation,R-HSA-176033
1491,Pre-Excitation,R-HSA-1226099
1492,Pre-Excitation,R-HSA-1170546
1493,Pre-Excitation,R-HSA-1632852
1494,Pre-Excitation,R-HSA-1266695
1495,Lown-Ganong-Levine,R-HSA-5628897
1496,Lown-Ganong-Levine,R-HSA-9037628
1497,Lown-Ganong-Levine,R-HSA-5676934
1498,Lown-Ganong-Levine,R-HSA-6804757
1499,Lown-Ganong-Levine,R-HSA-2559585
1500,Lown-Ganong-Levine,R-HSA-6806003
1501,Lown-Ganong-Levine,R-HSA-5633008
1502,Lown-Ganong-Levine,R-HSA-6791312
1503,Lown-Ganong-Levine,R-HSA-9648895
1504,Lown-Ganong-Levine,R-HSA-452723
1505,Lown-Ganong-Levine,R-HSA-2892245
1506,Lown-Ganong-Levine,R-HSA-2892247
1507,Lown-Ganong-Levine,R-HSA-8878159
1508,Lown-Ganong-Levine,R-HSA-9671555
1509,Lown-Ganong-Levine,R-HSA-9673766
1510,Lown-Ganong-Levine,R-HSA-9673770
1511,Lown-Ganong-Levine,R-HSA-9673768
1512,Lown-Ganong-Levine,R-HSA-5637815
1513,Lown-Ganong-Levine,R-HSA-5357801
1514,Lown-Ganong-Levine,R-HSA-9006925
1515,Lown-Ganong-Levine,R-HSA-8941413
1516,Lown-Ganong-Levine,R-HSA-1222556
1517,Wolff-Parkinson-White,R-HSA-381340
1518,Wolff-Parkinson-White,R-HSA-5619081
1519,Wolff-Parkinson-White,R-HSA-5660724
1520,Wolff-Parkinson-White,R-HSA-8878159
1521,Wolff-Parkinson-White,R-HSA-156580
1522,Wolff-Parkinson-White,R-HSA-156582
1523,Wolff-Parkinson-White,R-HSA-156581
1524,Wolff-Parkinson-White,R-HSA-156587
1525,Wolff-Parkinson-White,R-HSA-156584
1526,Wolff-Parkinson-White,R-HSA-156590
1527,Wolff-Parkinson-White,R-HSA-156588
1528,Wolff-Parkinson-White,R-HSA-5579021
1529,Wolff-Parkinson-White,R-HSA-5579015
1530,Wolff-Parkinson-White,R-HSA-5579017
1531,Wolff-Parkinson-White,R-HSA-6811436
1532,Wolff-Parkinson-White,R-HSA-5626467
1533,Wolff-Parkinson-White,R-HSA-9668250
1534,Wolff-Parkinson-White,R-HSA-9662001
1535,Wolff-Parkinson-White,R-HSA-2559580
1536,Wolff-Parkinson-White,R-HSA-5617472
1537,Wolff-Parkinson-White,R-HSA-1980143
1538,Wolff-Parkinson-White,R-HSA-2122947
1539,Wolff-Parkinson-White,R-HSA-216083
1540,Wolff-Parkinson-White,R-HSA-6803205
1541,Wolff-Parkinson-White,R-HSA-948021
1542,Wolff-Parkinson-White,R-HSA-74752
1543,Wolff-Parkinson-White,R-HSA-5633008
1544,Wolff-Parkinson-White,R-HSA-1912408
1545,Wolff-Parkinson-White,R-HSA-350054
1546,Wolff-Parkinson-White,R-HSA-8864260
1547,Wolff-Parkinson-White,R-HSA-8986944
1548,Wolff-Parkinson-White,R-HSA-9614657
1549,Wolff-Parkinson-White,R-HSA-9617828
1550,Wolff-Parkinson-White,R-HSA-2644603
1551,Wolff-Parkinson-White,R-HSA-2644605
1552,Wolff-Parkinson-White,R-HSA-2644607
1553,Wolff-Parkinson-White,R-HSA-5579031
1554,Wolff-Parkinson-White,R-HSA-5579004
1555,Wolff-Parkinson-White,R-HSA-5083625
1556,Wolff-Parkinson-White,R-HSA-5083636
1557,Wolff-Parkinson-White,R-HSA-2978092
1558,Wolff-Parkinson-White,R-HSA-5578749
1559,Wolff-Parkinson-White,R-HSA-982772
1560,Wolff-Parkinson-White,R-HSA-880009
1561,Wolff-Parkinson-White,R-HSA-5620920
1562,Wolff-Parkinson-White,R-HSA-5620922
1563,Wolff-Parkinson-White,R-HSA-5357801
1564,Wolff-Parkinson-White,R-HSA-9029558
1565,Wolff-Parkinson-White,R-HSA-190861
1566,Wolff-Parkinson-White,R-HSA-2586552
1567,Wolff-Parkinson-White,R-HSA-1266738
1568,Wolff-Parkinson-White,R-HSA-202733
