,name,Identifier
585,Hereditary Angioedema Types I and II,R-HSA-8876198
586,Hereditary Angioedema Types I and II,R-HSA-5655332
587,Hereditary Angioedema Types I and II,R-HSA-6811558
588,Hereditary Angioedema Types I and II,R-HSA-1660499
589,Hereditary Angioedema Types I and II,R-HSA-1912408
590,Hereditary Angioedema Types I and II,R-HSA-9675126
591,Hereditary Angioedema Types I and II,R-HSA-983705
592,Hereditary Angioedema Types I and II,R-HSA-9632693
593,Hereditary Angioedema Types I and II,R-HSA-9630750
594,Hereditary Angioedema Types I and II,R-HSA-350864
595,Hereditary Angioedema Types I and II,R-HSA-9018519
596,Hereditary Angioedema Types I and II,R-HSA-6796648
597,Hereditary Angioedema Types I and II,R-HSA-4341670
598,Hereditary Angioedema Types I and II,R-HSA-8939902
599,Hereditary Angioedema Types I and II,R-HSA-5545483
600,Hereditary Angioedema Types I and II,R-HSA-9013694
601,Hereditary Angioedema Types I and II,R-HSA-983695
602,Hereditary Angioedema Types I and II,R-HSA-74158
603,Hereditary Angioedema Types I and II,R-HSA-69242
604,Hereditary Angioedema Types I and II,R-HSA-201451
605,Hereditary Angioedema Types I and II,R-HSA-5693571
606,Hereditary Angioedema Types I and II,R-HSA-391906
607,Hereditary Angioedema Types I and II,R-HSA-211000
608,Hereditary Angioedema Types I and II,R-HSA-6781827
609,Hereditary Angioedema Types I and II,R-HSA-3656225
610,Hereditary Angioedema Types I and II,R-HSA-167287
611,Hereditary Angioedema Types I and II,R-HSA-167243
612,Hereditary Angioedema Types I and II,R-HSA-5633008
613,Hereditary Angioedema Types I and II,R-HSA-167238
614,Hereditary Angioedema Types I and II,R-HSA-167290
615,Hereditary Angioedema Types I and II,R-HSA-2022090
616,Hereditary Angioedema Types I and II,R-HSA-193681
617,Hereditary Angioedema Types I and II,R-HSA-5637812
618,Hereditary Angioedema Types I and II,R-HSA-1852241
619,Hereditary Angioedema Types I and II,R-HSA-9006936
620,Hereditary Angioedema Types I and II,R-HSA-8878166
621,Hereditary Angioedema Types I and II,R-HSA-418990
622,Hereditary Angioedema Types I and II,R-HSA-9674428
623,Hereditary Angioedema Types I and II,R-HSA-5578999
624,Hereditary Angioedema Types I and II,R-HSA-1442490
625,Hereditary Angioedema Types I and II,R-HSA-2022857
626,Hereditary Angioedema Types I and II,R-HSA-187037
627,Hereditary Angioedema Types I and II,R-HSA-69615
628,Hereditary Angioedema Types I and II,R-HSA-622327
629,Hereditary Angioedema Types I and II,R-HSA-390696
630,Hereditary Angioedema Types I and II,R-HSA-391903
631,Hereditary Angioedema Types I and II,R-HSA-9656249
632,Hereditary Angioedema Types I and II,R-HSA-392517
633,Hereditary Angioedema Types I and II,R-HSA-8876725
634,Hereditary Angioedema Types I and II,R-HSA-1296071
635,Hereditary Angioedema Types I and II,R-HSA-983712
636,Hereditary Angioedema Types I and II,R-HSA-167152
637,Hereditary Angioedema Types I and II,R-HSA-9674403
638,Hereditary Angioedema Types I and II,R-HSA-9674404
639,Hereditary Angioedema Types I and II,R-HSA-9669914
640,Hereditary Angioedema Types I and II,R-HSA-9669934
641,Hereditary Angioedema Types I and II,R-HSA-72203
642,Hereditary Angioedema Types I and II,R-HSA-1500620
643,Hereditary Angioedema Types I and II,R-HSA-1181150
644,Hereditary Angioedema Types I and II,R-HSA-1502540
645,Hereditary Angioedema Types I and II,R-HSA-1566977
646,Hereditary Angioedema Types I and II,R-HSA-2142850
647,Hereditary Angioedema Types I and II,R-HSA-181438
648,Hereditary Angioedema Types I and II,R-HSA-390651
649,Hereditary Angioedema Types I and II,R-HSA-8964038
650,Hereditary Angioedema Types I and II,R-HSA-1296065
651,Hereditary Angioedema Types I and II,R-HSA-5619060
652,Hereditary Angioedema Types I and II,R-HSA-9620244
653,Hereditary Angioedema Types I and II,R-HSA-159854
654,Hereditary Angioedema Types I and II,R-HSA-9674401
655,Hereditary Angioedema Types I and II,R-HSA-9669936
656,Hereditary Angioedema Types I and II,R-HSA-9669926
657,Hereditary Angioedema Types I and II,R-HSA-9669924
658,Hereditary Angioedema Types I and II,R-HSA-9669929
659,Hereditary Angioedema Types I and II,R-HSA-8963888
660,Hereditary Angioedema Types I and II,R-HSA-112122
661,Hereditary Angioedema Types I and II,R-HSA-200425
662,Hereditary Angioedema Types I and II,R-HSA-1236394
663,Hereditary Angioedema Types I and II,R-HSA-8951664
664,Hereditary Angioedema Types I and II,R-HSA-8937144
665,Hereditary Angioedema Types I and II,R-HSA-156590
666,Hereditary Angioedema Types I and II,R-HSA-425393
667,Hereditary Angioedema Types I and II,R-HSA-167172
668,Hereditary Angioedema Types I and II,R-HSA-164938
669,Hereditary Angioedema Types I and II,R-HSA-5687583
670,Hereditary Angioedema Types I and II,R-HSA-400206
671,Hereditary Angioedema Types I and II,R-HSA-75067
672,Hereditary Angioedema Types I and II,R-HSA-5683826
673,Hereditary Angioedema Types I and II,R-HSA-9612973
674,Hereditary Angioedema Types I and II,R-HSA-416700
675,Hereditary Angioedema Types I and II,R-HSA-5357905
676,Hereditary Angioedema Types I and II,R-HSA-2562578
677,Hereditary Angioedema Types I and II,R-HSA-168138
678,Hereditary Angioedema Types I and II,R-HSA-977443
679,Hereditary Angioedema Types I and II,R-HSA-9013957
680,Hereditary Angioedema Types I and II,R-HSA-380095
681,Hereditary Angioedema Types I and II,R-HSA-418597
682,Hereditary Angioedema Types I and II,R-HSA-5619043
683,Hereditary Angioedema Types I and II,R-HSA-110313
684,Hereditary Angioedema Types I and II,R-HSA-426496
685,Hereditary Angioedema Types I and II,R-HSA-448424
686,Hereditary Angioedema Types I and II,R-HSA-9033658
687,Hereditary Angioedema Types I and II,R-HSA-75892
688,Hereditary Angioedema Types I and II,R-HSA-446193
689,Hereditary Angioedema Types I and II,R-HSA-2485179
690,Hereditary Angioedema Types I and II,R-HSA-3781860
691,Hereditary Angioedema Types I and II,R-HSA-5688399
692,Hereditary Angioedema Types I and II,R-HSA-73772
693,Hereditary Angioedema Types I and II,R-HSA-72187
694,Hereditary Angioedema Types I and II,R-HSA-75893
695,Hereditary Angioedema Types I and II,R-HSA-6804756
696,Hereditary Angioedema Types I and II,R-HSA-1474290
697,Hereditary Angioedema Types I and II,R-HSA-6785807
698,Hereditary Angioedema Types I and II,R-HSA-9609736
699,Hereditary Angioedema Types I and II,R-HSA-2586552
700,Hereditary Angioedema Types I and II,R-HSA-4086398
701,Hereditary Angioedema Types I and II,R-HSA-210991
702,Hereditary Angioedema Types I and II,R-HSA-168276
703,Hereditary Angioedema Types I and II,R-HSA-5687868
704,Hereditary Angioedema Types I and II,R-HSA-5619047
705,Hereditary Angioedema Types I and II,R-HSA-5619073
706,Hereditary Angioedema Types I and II,R-HSA-112126
707,Hereditary Angioedema Types I and II,R-HSA-1247673
708,Hereditary Angioedema Types I and II,R-HSA-4839744
709,Hereditary Angioedema Types I and II,R-HSA-381426
710,Hereditary Angioedema Types I and II,R-HSA-2980736
711,Hereditary Angioedema Types I and II,R-HSA-69620
712,Hereditary Angioedema Types I and II,R-HSA-2029480
713,Hereditary Angioedema Types I and II,R-HSA-109606
714,Hereditary Angioedema Types I and II,R-HSA-6802949
715,Hereditary Angioedema Types I and II,R-HSA-2855086
716,Hereditary Angioedema Types I and II,R-HSA-1839120
717,Hereditary Angioedema Types I and II,R-HSA-2206292
718,Hereditary Angioedema Types I and II,R-HSA-9630222
719,Hereditary Angioedema Types I and II,R-HSA-8964043
720,Hereditary Angioedema Types I and II,R-HSA-5603029
721,Hereditary Angioedema Types I and II,R-HSA-73884
722,Hereditary Angioedema Types I and II,R-HSA-73943
723,Hereditary Angioedema Types I and II,R-HSA-418360
724,Hereditary Angioedema Types I and II,R-HSA-2162123
725,Hereditary Angioedema Types I and II,R-HSA-5576890
726,Hereditary Angioedema Types I and II,R-HSA-1650814
727,Hereditary Angioedema Types I and II,R-HSA-195258
728,Hereditary Angioedema Types I and II,R-HSA-6783783
729,Hereditary Angioedema Types I and II,R-HSA-5627123
730,Hereditary Angioedema Types I and II,R-HSA-170834
731,Hereditary Angioedema Types I and II,R-HSA-5358508
732,Hereditary Angioedema Types I and II,R-HSA-69278
733,Hereditary Angioedema Types I and II,R-HSA-9037629
734,Hereditary Angioedema Types I and II,R-HSA-140342
735,Hereditary Angioedema Types I and II,R-HSA-1638074
736,Hereditary Angioedema Types I and II,R-HSA-140875
737,Hereditary Angioedema Types I and II,R-HSA-156581
738,Hereditary Angioedema Types I and II,R-HSA-3229121
739,Hereditary Angioedema Types I and II,R-HSA-8964058
740,Hereditary Angioedema Types I and II,R-HSA-877300
741,Hereditary Angioedema Types I and II,R-HSA-5362517
742,Hereditary Angioedema Types I and II,R-HSA-1433557
743,Hereditary Angioedema Types I and II,R-HSA-5662702
744,Hereditary Angioedema Types I and II,R-HSA-5626978
745,Hereditary Angioedema Types I and II,R-HSA-5218859
746,Hereditary Angioedema Types I and II,R-HSA-1236975
747,Hereditary Angioedema Types I and II,R-HSA-6803157
748,Hereditary Angioedema Types I and II,R-HSA-9008059
749,Hereditary Angioedema Types I and II,R-HSA-5693532
750,Hereditary Angioedema Types I and II,R-HSA-2187335
751,Hereditary Angioedema Types I and II,R-HSA-1483206
752,Hereditary Angioedema Types I and II,R-HSA-8866654
753,Hereditary Angioedema Types I and II,R-HSA-72312
754,Hereditary Angioedema Types I and II,R-HSA-5576891
755,Hereditary Angioedema Types I and II,R-HSA-8852405
756,Hereditary Angioedema Types I and II,R-HSA-8981607
757,Hereditary Angioedema Types I and II,R-HSA-190828
758,Hereditary Angioedema Types I and II,R-HSA-190704
759,Hereditary Angioedema Types I and II,R-HSA-9012546
760,Hereditary Angioedema Types I and II,R-HSA-3214858
761,Hereditary Angioedema Types I and II,R-HSA-1226099
762,Hereditary Angioedema Types I and II,R-HSA-1222556
763,Hereditary Angioedema Types I and II,R-HSA-8934903
764,Hereditary Angioedema Types I and II,R-HSA-5675221
765,Hereditary Angioedema Types I and II,R-HSA-201688
766,Hereditary Angioedema Types I and II,R-HSA-5607764
767,Hereditary Angioedema Types I and II,R-HSA-5621575
768,Hereditary Angioedema Types I and II,R-HSA-6798695
769,Hereditary Angioedema Types I and II,R-HSA-5635851
770,Hereditary Angioedema Types I and II,R-HSA-9678110
771,Hereditary Angioedema Types I and II,R-HSA-156588
772,Hereditary Angioedema Types I and II,R-HSA-74160
773,Hereditary Angioedema Types I and II,R-HSA-1480926
774,Hereditary Angioedema Types I and II,R-HSA-9037628
775,Hereditary Angioedema Types I and II,R-HSA-9020558
776,Hereditary Angioedema Types I and II,R-HSA-399721
777,Hereditary Angioedema Types I and II,R-HSA-166520
778,Hereditary Angioedema Types I and II,R-HSA-9617828
779,Hereditary Angioedema Types I and II,R-HSA-1227990
780,Hereditary Angioedema Types I and II,R-HSA-2187338
781,Hereditary Angioedema Types I and II,R-HSA-5603027
782,Hereditary Angioedema Types I and II,R-HSA-5668541
783,Hereditary Angioedema Types I and II,R-HSA-381340
784,Hereditary Angioedema Types I and II,R-HSA-5655302
785,Hereditary Angioedema Types I and II,R-HSA-203927
786,Hereditary Angioedema Types I and II,R-HSA-163560
787,Hereditary Angioedema Types I and II,R-HSA-9605310
788,Hereditary Angioedema Types I and II,R-HSA-202131
789,Hereditary Angioedema Types I and II,R-HSA-9033807
790,Hereditary Angioedema Types I and II,R-HSA-3248023
791,Hereditary Angioedema Types I and II,R-HSA-512988
792,Hereditary Angioedema Types I and II,R-HSA-8853659
793,Hereditary Angioedema Types I and II,R-HSA-9662001
794,Hereditary Angioedema Types I and II,R-HSA-5617833
795,Hereditary Angioedema Types I and II,R-HSA-162582
796,Hereditary Angioedema Types I and II,R-HSA-446203
797,Hereditary Angioedema Types I and II,R-HSA-189200
798,Hereditary Angioedema Types I and II,R-HSA-195721
799,Hereditary Angioedema Types I and II,R-HSA-611105
800,Hereditary Angioedema Types I and II,R-HSA-9616222
801,Hereditary Angioedema Types I and II,R-HSA-1236382
802,Hereditary Angioedema Types I and II,R-HSA-8852135
803,Hereditary Angioedema Types I and II,R-HSA-9033241
804,Hereditary Angioedema Types I and II,R-HSA-9024446
805,Hereditary Angioedema Types I and II,R-HSA-6807070
806,Hereditary Angioedema Types I and II,R-HSA-3371556
807,Hereditary Angioedema Types I and II,R-HSA-3214842
808,Hereditary Angioedema Types I and II,R-HSA-2243919
809,Hereditary Angioedema Types I and II,R-HSA-1566948
810,Hereditary Angioedema Types I and II,R-HSA-1266695
811,Hereditary Angioedema Types I and II,R-HSA-8986944
812,Aortic Diseases,R-HSA-977136
813,Atherosclerosis,R-HSA-8963896
814,Atherosclerosis,R-HSA-5679096
815,Atherosclerosis,R-HSA-5679090
816,Atherosclerosis,R-HSA-193807
817,Atherosclerosis,R-HSA-1369062
818,Atherosclerosis,R-HSA-8964058
819,Atherosclerosis,R-HSA-5652084
820,Atherosclerosis,R-HSA-9629232
821,Atherosclerosis,R-HSA-9630747
822,Atherosclerosis,R-HSA-5578996
823,Atherosclerosis,R-HSA-1474151
824,Atherosclerosis,R-HSA-2173782
825,Atherosclerosis,R-HSA-5686938
826,Atherosclerosis,R-HSA-9675132
827,Atherosclerosis,R-HSA-1592389
828,Atherosclerosis,R-HSA-194138
829,Atherosclerosis,R-HSA-879415
830,Atherosclerosis,R-HSA-9673324
831,Atherosclerosis,R-HSA-202131
832,Dementia,R-HSA-8862803
833,Dementia,R-HSA-9656249
834,Dementia,R-HSA-9656256
835,Dementia,R-HSA-1912408
836,Dementia,R-HSA-205017
837,Dementia,R-HSA-3656234
838,Dementia,R-HSA-5619111
839,Dementia,R-HSA-8863678
840,Cerebrovascular Disorders,R-HSA-9012852
841,Basal Ganglia Cerebrovascular Disease,R-HSA-5619111
842,Brain Ischemia,R-HSA-5619039
843,Brain Infarction,R-HSA-9609310
844,CADASIL,R-HSA-1912408
845,CADASIL,R-HSA-9012852
846,Infarction,R-HSA-5682113
847,Infarction,R-HSA-9629232
848,Hypoxia-Ischemia,R-HSA-1234174
849,Hypoxia-Ischemia,R-HSA-1234158
850,Hypoxia-Ischemia,R-HSA-1234176
851,Hypoxia-Ischemia,R-HSA-8849473
852,Hypoxia-Ischemia,R-HSA-8934903
853,Hypoxia-Ischemia,R-HSA-9629232
854,Hypoxia-Ischemia,R-HSA-6803204
855,Hypoxia-Ischemia,R-HSA-8848021
856,Hypoxia-Ischemia,R-HSA-2122947
857,Hypoxia-Ischemia,R-HSA-8939902
858,Hypoxia-Ischemia,R-HSA-9615017
859,Hypoxia-Ischemia,R-HSA-452723
860,Hypoxia-Ischemia,R-HSA-5628897
861,Hypoxia-Ischemia,R-HSA-2559580
862,Hypoxia-Ischemia,R-HSA-8878166
863,Hypoxia-Ischemia,R-HSA-8857538
864,Hypoxia-Ischemia,R-HSA-2262752
865,Hypoxia-Ischemia,R-HSA-5619039
866,Hypoxia-Ischemia,R-HSA-8953897
867,Hypoxia-Ischemia,R-HSA-1980143
868,Hypoxia-Ischemia,R-HSA-5633008
869,Hypoxia-Ischemia,R-HSA-1236394
870,Hypoxia-Ischemia,R-HSA-6806834
871,Hypoxia-Ischemia,R-HSA-8964572
872,Hypoxia-Ischemia,R-HSA-8862803
873,Hypoxia-Ischemia,R-HSA-8941858
874,Hypoxia-Ischemia,R-HSA-72613
875,Hypoxia-Ischemia,R-HSA-3371556
876,Fabry Disease,R-HSA-1605736
877,Stroke,R-HSA-1912408
878,Stroke,R-HSA-430116
879,Stroke,R-HSA-5678420
880,Stroke,R-HSA-9012852
881,Intracranial Embolism and Thrombosis,R-HSA-109582
882,Intracranial Embolism and Thrombosis,R-HSA-430116
883,Intracranial Embolism and Thrombosis,R-HSA-210990
884,Intracranial Embolism and Thrombosis,R-HSA-9668250
885,Intracranial Embolism and Thrombosis,R-HSA-9662001
886,Intracranial Embolism and Thrombosis,R-HSA-9672383
887,Intracranial Embolism and Thrombosis,R-HSA-392154
888,Intracranial Embolism and Thrombosis,R-HSA-9651496
889,Intracranial Thrombosis,R-HSA-9668250
890,Intracranial Hemorrhages,R-HSA-9668250
891,Vasculitis,R-HSA-5432849
892,Colitis,R-HSA-9020933
893,Compartment Syndromes,R-HSA-5617820
894,Compartment Syndromes,R-HSA-3318486
895,Intra-Abdominal Hypertension,R-HSA-5619087
896,Embolism and Thrombosis,R-HSA-109582
897,Embolism and Thrombosis,R-HSA-430116
898,Embolism and Thrombosis,R-HSA-210990
899,Embolism and Thrombosis,R-HSA-9662001
900,Embolism and Thrombosis,R-HSA-9668250
901,Embolism and Thrombosis,R-HSA-9672383
902,Embolism and Thrombosis,R-HSA-392154
903,Embolism and Thrombosis,R-HSA-9651496
904,Pulmonary Embolism,R-HSA-9603302
905,Pulmonary Embolism,R-HSA-9015379
906,Pulmonary Embolism,R-HSA-9015111
907,Pulmonary Embolism,R-HSA-9015122
908,Pulmonary Embolism,R-HSA-9026967
909,Pulmonary Infarction,R-HSA-9609310
910,Thromboembolism,R-HSA-76002
911,Thrombosis,R-HSA-109582
912,Thrombosis,R-HSA-430116
913,Thrombosis,R-HSA-210990
914,Thrombosis,R-HSA-9662001
915,Thrombosis,R-HSA-9668250
916,Thrombosis,R-HSA-9672383
917,Thrombosis,R-HSA-392154
918,Thrombosis,R-HSA-9651496
919,Venous Thrombosis,R-HSA-9672383
920,Hemostatic Disorders,R-HSA-9671793
921,Hemostatic Disorders,R-HSA-9651496
922,Ehlers-Danlos Syndrome,R-HSA-3595174
923,Ehlers-Danlos Syndrome,R-HSA-3560783
924,Ehlers-Danlos Syndrome,R-HSA-4420332
925,Multiple Myeloma,R-HSA-2033515
926,Multiple Myeloma,R-HSA-2033514
927,Multiple Myeloma,R-HSA-5655291
928,Multiple Myeloma,R-HSA-1226099
929,Multiple Myeloma,R-HSA-8853338
930,Multiple Myeloma,R-HSA-190239
931,Multiple Myeloma,R-HSA-5655332
932,Multiple Myeloma,R-HSA-1839130
933,Multiple Myeloma,R-HSA-9648895
934,Pseudoxanthoma Elasticum,R-HSA-5690338
935,Telangiectasia,R-HSA-69563
936,Telangiectasia,R-HSA-5693548
937,Telangiectasia,R-HSA-6804756
938,Telangiectasia,R-HSA-201451
939,Hypertension,R-HSA-1474151
940,Hypertension,R-HSA-2022377
941,Hypertension,R-HSA-5579017
942,Hypertension,R-HSA-5619087
943,Hypertension,R-HSA-5579028
944,Hypertension,R-HSA-202131
945,Essential Hypertension,R-HSA-1474151
946,Hypotension,R-HSA-8940959
947,Hypotension,R-HSA-418925
948,Hypotension,R-HSA-9660829
949,Hypotension,R-HSA-9609310
950,Post-Exercise Hypotension,R-HSA-9609310
951,Optic Neuropathy,R-HSA-5579000
952,Raynaud Disease,R-HSA-8986944
953,CREST Syndrome,R-HSA-2424246
954,CREST Syndrome,R-HSA-2681681
955,CREST Syndrome,R-HSA-2681694
956,Reperfusion Injury,R-HSA-9615017
957,Spinal Cord Ischemia,R-HSA-5619039
958,Ataxia Telangiectasia,R-HSA-69563
959,Ataxia Telangiectasia,R-HSA-5693548
960,Ataxia Telangiectasia,R-HSA-6804756
961,Rheumatoid Vasculitis,R-HSA-5432849
962,Cardiovascular Disease,R-HSA-216083
963,Cardiovascular Disease,R-HSA-211935
964,Cardiovascular Disease,R-HSA-2022377
965,Cardiovascular Disease,R-HSA-9033658
966,Cardiovascular Disease,R-HSA-3560801
967,Cardiovascular Disease,R-HSA-1793185
968,Cardiovascular Disease,R-HSA-9018678
969,Heart Defect,R-HSA-3560801
970,Heart Defect,R-HSA-5682113
971,Heart Defect,R-HSA-9629232
972,Heart Defect,R-HSA-5619108
973,Heart Defect,R-HSA-5619053
974,Heart Defect,R-HSA-5619039
975,Heart Defect,R-HSA-5678420
976,Heart Defect,R-HSA-5619092
977,Heart Defect,R-HSA-5619066
978,Vascular Malformation,R-HSA-8951664
979,Cardiovascular Infection,R-HSA-9018679
980,Cardiovascular Infection,R-HSA-9033658
981,Cardiovascular Infection,R-HSA-1793185
982,Cardiovascular Infection,R-HSA-9018678
983,Tuberculosi,R-HSA-9635486
984,Heart Disease,R-HSA-5682113
985,Heart Disease,R-HSA-3560801
986,Heart Disease,R-HSA-9034013
987,Heart Disease,R-HSA-9629232
988,Heart Disease,R-HSA-8981607
989,Heart Disease,R-HSA-201451
990,Heart Disease,R-HSA-3785653
991,Heart Disease,R-HSA-5619092
992,Heart Disease,R-HSA-2206296
993,Heart Disease,R-HSA-5619108
994,Heart Disease,R-HSA-5619053
995,Heart Disease,R-HSA-9034015
996,Heart Disease,R-HSA-1793185
997,Heart Disease,R-HSA-5619039
998,Heart Disease,R-HSA-2046106
999,Heart Disease,R-HSA-8986944
1000,Cardiac Complexe,R-HSA-8963889
1001,Pre-Excitation Syndrome,R-HSA-5619108
1002,Pre-Excitation Syndrome,R-HSA-1912408
1003,Pre-Excitation Syndrome,R-HSA-6781823
1004,Pre-Excitation Syndrome,R-HSA-5609975
1005,Pre-Excitation Syndrome,R-HSA-5619062
1006,Pre-Excitation Syndrome,R-HSA-5655302
1007,Pre-Excitation Syndrome,R-HSA-5683826
1008,Pre-Excitation Syndrome,R-HSA-6782135
1009,Pre-Excitation Syndrome,R-HSA-1226099
1010,Pre-Excitation Syndrome,R-HSA-5685938
1011,Pre-Excitation Syndrome,R-HSA-6781827
1012,Pre-Excitation Syndrome,R-HSA-9012852
1013,Vascular Disease,R-HSA-9671555
1014,Vascular Disease,R-HSA-9671793
1015,Vascular Disease,R-HSA-1474151
1016,Vascular Disease,R-HSA-201451
1017,Vascular Disease,R-HSA-8981607
1018,Vascular Disease,R-HSA-1296052
1019,Vascular Disease,R-HSA-2022377
1020,Vascular Disease,R-HSA-1296025
1021,Vascular Disease,R-HSA-202131
1022,Vascular Disease,R-HSA-216083
1023,Vascular Disease,R-HSA-5619111
1024,Vascular Disease,R-HSA-5579032
1025,Vascular Disease,R-HSA-9657689
1026,Vascular Disease,R-HSA-1474290
1027,Aortic Disease,R-HSA-9008177
1028,Aortic Disease,R-HSA-5655244
1029,Aortic Disease,R-HSA-5655343
1030,Aortic Disease,R-HSA-5655313
1031,Aortic Disease,R-HSA-977136
1032,Aortic Disease,R-HSA-9008188
1033,Cerebrovascular Disorder,R-HSA-5619111
1034,Intracranial Embolism and Thrombosi,R-HSA-9668250
1035,Compartment Syndrome,R-HSA-9678108
1036,Compartment Syndrome,R-HSA-195258
1037,Compartment Syndrome,R-HSA-3248023
1038,Embolism and Thrombosi,R-HSA-9603302
1039,Embolism and Thrombosi,R-HSA-9015379
1040,Embolism and Thrombosi,R-HSA-9015111
1041,Embolism and Thrombosi,R-HSA-9015122
1042,Embolism and Thrombosi,R-HSA-111919
1043,Embolism and Thrombosi,R-HSA-9026967
1044,Hemostatic Disorder,R-HSA-9671793
1045,Hemostatic Disorder,R-HSA-9651496
1046,Peripheral Vascular Disease,R-HSA-8943959
1047,Peripheral Vascular Disease,R-HSA-9615249
1048,Vascular Neoplasm,R-HSA-9671555
