,pathwayID,numbers
1017,R-HSA-8876454,1
1018,R-HSA-8876193,1
1019,R-HSA-8876616,1
1020,R-HSA-8875318,1
1021,R-HSA-8876188,1
1022,R-HSA-1181153,1
1023,R-HSA-983162,1
1024,R-HSA-4341669,1
1025,R-HSA-1181149,1
1026,R-HSA-2395768,1
1027,R-HSA-174757,1
1028,R-HSA-5693578,1
1029,R-HSA-5661219,1
1030,R-HSA-9036727,1
1031,R-HSA-5669012,1
1032,R-HSA-74101,1
1033,R-HSA-1675776,1
1034,R-HSA-9007686,1
1035,R-HSA-419049,1
1036,R-HSA-5662662,1
1037,R-HSA-73632,1
1038,R-HSA-2046298,1
1039,R-HSA-2046265,1
1040,R-HSA-2025723,1
1041,R-HSA-449718,1
1042,R-HSA-5694410,1
1043,R-HSA-1112565,1
1044,R-HSA-5336421,1
1045,R-HSA-9679787,1
1046,R-HSA-6814555,1
1047,R-HSA-6791035,1
1048,R-HSA-5580292,2
1049,R-HSA-981497,1
1050,R-HSA-5679031,1
1051,R-HSA-158750,1
1052,R-HSA-448480,1
1053,R-HSA-1855174,1
1054,R-HSA-5655955,1
1055,R-HSA-8870465,1
1056,R-HSA-8870461,1
1057,R-HSA-72676,1
1058,R-HSA-72619,1
1059,R-HSA-72621,1
1060,R-HSA-5638009,1
1061,R-HSA-5623519,1
1062,R-HSA-9033505,1
1063,R-HSA-2473184,1
1064,R-HSA-5634103,1
1065,R-HSA-5334854,1
1066,R-HSA-9615626,1
1067,R-HSA-5624951,1
1068,R-HSA-5694417,1
1069,R-HSA-2424252,1
1070,R-HSA-381412,1
1071,R-HSA-381545,1
1072,R-HSA-75885,2
1073,R-HSA-381518,1
1074,R-HSA-6810239,1
1075,R-HSA-8876190,1
1076,R-HSA-8875320,1
1077,R-HSA-9011971,2
1078,R-HSA-427656,1
1079,R-HSA-381496,1
1080,R-HSA-70420,1
1081,R-HSA-1676145,1
1082,R-HSA-2022412,2
1083,R-HSA-69116,1
1084,R-HSA-2404199,1
1085,R-HSA-1474184,1
1086,R-HSA-4084980,1
1087,R-HSA-1183128,1
1088,R-HSA-2033485,2
1089,R-HSA-8870466,1
1090,R-HSA-5638014,1
1091,R-HSA-5623521,1
1092,R-HSA-9033499,1
1093,R-HSA-2168885,1
1094,R-HSA-9630795,1
1095,R-HSA-8876837,1
1096,R-HSA-8877760,1
1097,R-HSA-8877451,1
1098,R-HSA-445752,1
1099,R-HSA-3797226,1
1100,R-HSA-5624949,1
1101,R-HSA-6797712,1
1102,R-HSA-1482816,1
1103,R-HSA-9664273,1
1104,R-HSA-2029452,1
1105,R-HSA-1678921,1
1106,R-HSA-9669870,1
1107,R-HSA-381644,1
1108,R-HSA-445714,1
1109,R-HSA-76056,1
1110,R-HSA-6790907,1
1111,R-HSA-5617820,2
1112,R-HSA-8876615,1
1113,R-HSA-2400009,2
1114,R-HSA-8877612,1
1115,R-HSA-5578742,1
1116,R-HSA-2033476,2
1117,R-HSA-2428926,1
1118,R-HSA-2396009,1
1119,R-HSA-6784160,1
1120,R-HSA-1602398,1
1121,R-HSA-1602374,1
1122,R-HSA-1602446,1
1123,R-HSA-1602417,1
1124,R-HSA-1602368,1
1125,R-HSA-1602377,1
1126,R-HSA-8877311,1
1127,R-HSA-2173781,1
1128,R-HSA-8944104,1
1129,R-HSA-2002440,1
1130,R-HSA-2545196,1
1131,R-HSA-8849157,1
1132,R-HSA-170975,1
1133,R-HSA-5672969,1
1134,R-HSA-8866277,1
1135,R-HSA-2465883,1
1136,R-HSA-5691154,1
1137,R-HSA-189398,1
1138,R-HSA-5696356,2
1139,R-HSA-2534248,1
1140,R-HSA-2197646,1
1141,R-HSA-2426158,1
1142,R-HSA-8933635,1
1143,R-HSA-976734,1
1144,R-HSA-139917,1
1145,R-HSA-75856,1
1146,R-HSA-2213235,1
1147,R-HSA-5662614,1
1148,R-HSA-5662615,1
1149,R-HSA-5662610,1
1150,R-HSA-5662622,1
1151,R-HSA-5662623,1
1152,R-HSA-5662621,1
1153,R-HSA-5662618,1
1154,R-HSA-5662619,1
1155,R-HSA-5662617,1
1156,R-HSA-5662599,1
1157,R-HSA-5662596,1
1158,R-HSA-5662597,1
1159,R-HSA-5662595,1
1160,R-HSA-5662603,1
1161,R-HSA-5662653,1
1162,R-HSA-5662649,1
1163,R-HSA-77068,1
1164,R-HSA-75891,1
1165,R-HSA-167133,1
1166,R-HSA-909552,1
1167,R-HSA-5662613,1
1168,R-HSA-5686301,1
1169,R-HSA-159843,1
1170,R-HSA-167014,1
1171,R-HSA-6786101,1
1172,R-HSA-449073,1
1173,R-HSA-389550,1
1174,R-HSA-1234175,2
1175,R-HSA-9013711,1
1176,R-HSA-9610867,1
1177,R-HSA-9609689,1
1178,R-HSA-8873946,1
1179,R-HSA-2168897,2
1180,R-HSA-8979071,1
1181,R-HSA-6805061,1
1182,R-HSA-5662608,1
1183,R-HSA-2426153,1
1184,R-HSA-2470483,1
1185,R-HSA-167235,1
1186,R-HSA-73946,1
1187,R-HSA-199404,1
1188,R-HSA-6786114,1
1189,R-HSA-917696,1
1190,R-HSA-110317,1
1191,R-HSA-5686286,1
1192,R-HSA-166544,1
1193,R-HSA-2029476,1
1194,R-HSA-9666458,1
1195,R-HSA-6783552,1
1196,R-HSA-2470508,1
1197,R-HSA-6805059,1
1198,R-HSA-1678650,1
1199,R-HSA-1793182,1
1200,R-HSA-5357845,1
1201,R-HSA-9617194,1
1202,R-HSA-266303,2
1203,R-HSA-2395223,1
1204,R-HSA-380002,1
1205,R-HSA-380203,1
1206,R-HSA-380234,1
1207,R-HSA-191825,1
1208,R-HSA-9011981,1
1209,R-HSA-9011941,1
1210,R-HSA-141026,5
1211,R-HSA-419232,1
1212,R-HSA-428779,1
1213,R-HSA-749446,1
1214,R-HSA-749456,1
1215,R-HSA-111883,1
1216,R-HSA-6803917,1
1217,R-HSA-1067640,1
1218,R-HSA-202724,1
1219,R-HSA-5654544,1
1220,R-HSA-5654545,1
1221,R-HSA-1982065,1
1222,R-HSA-1982066,1
1223,R-HSA-193812,1
1224,R-HSA-5683888,1
1225,R-HSA-8981564,1
1226,R-HSA-83793,1
1227,R-HSA-199154,1
1228,R-HSA-264976,1
1229,R-HSA-432712,1
1230,R-HSA-421833,1
1231,R-HSA-2172678,1
1232,R-HSA-901006,1
1233,R-HSA-1067688,1
1234,R-HSA-9664346,1
1235,R-HSA-9683663,1
1236,R-HSA-167468,1
1237,R-HSA-77592,1
1238,R-HSA-73729,1
1239,R-HSA-6788582,1
1240,R-HSA-8874202,1
1241,R-HSA-379848,1
1242,R-HSA-379992,1
1243,R-HSA-379867,1
1244,R-HSA-380239,1
1245,R-HSA-380233,1
1246,R-HSA-9011966,1
1247,R-HSA-2247514,1
1248,R-HSA-3928616,1
1249,R-HSA-8987105,1
1250,R-HSA-8948231,1
1251,R-HSA-1981120,1
1252,R-HSA-8948228,1
1253,R-HSA-2466822,1
1254,R-HSA-2466834,1
1255,R-HSA-2471660,1
1256,R-HSA-2471641,1
1257,R-HSA-419083,1
1258,R-HSA-83656,1
1259,R-HSA-174741,1
1260,R-HSA-163213,1
1261,R-HSA-5683967,1
1262,R-HSA-173481,1
1263,R-HSA-8848150,1
1264,R-HSA-419003,1
1265,R-HSA-8953339,1
1266,R-HSA-5653886,1
1267,R-HSA-3245943,1
1268,R-HSA-9021068,1
1269,R-HSA-201423,1
1270,R-HSA-5602080,2
1271,R-HSA-9670412,1
1272,R-HSA-469659,1
1273,R-HSA-8982637,1
1274,R-HSA-420883,1
1275,R-HSA-8936849,1
1276,R-HSA-9629917,1
1277,R-HSA-2730959,1
1278,R-HSA-114256,1
1279,R-HSA-1650808,1
1280,R-HSA-8948230,1
1281,R-HSA-8942208,1
1282,R-HSA-400204,1
1283,R-HSA-5675376,1
1284,R-HSA-1549526,1
1285,R-HSA-1181155,1
1286,R-HSA-3928651,1
1287,R-HSA-174391,1
1288,R-HSA-209828,1
1289,R-HSA-6797627,1
1290,R-HSA-742345,1
1291,R-HSA-912790,1
1292,R-HSA-912368,1
1293,R-HSA-5333051,1
1294,R-HSA-5661217,1
1295,R-HSA-437230,1
1296,R-HSA-167474,1
1297,R-HSA-167477,1
1298,R-HSA-77591,1
1299,R-HSA-2077421,1
1300,R-HSA-193052,1
1301,R-HSA-196350,1
1302,R-HSA-196372,1
1303,R-HSA-193961,1
1304,R-HSA-8876868,1
1305,R-HSA-6814121,1
1306,R-HSA-2465971,1
1307,R-HSA-2395784,1
1308,R-HSA-6786190,1
1309,R-HSA-5686304,1
1310,R-HSA-5687875,1
1311,R-HSA-174660,1
1312,R-HSA-381704,1
1313,R-HSA-913529,1
1314,R-HSA-1031716,1
1315,R-HSA-8986446,1
1316,R-HSA-6786118,1
1317,R-HSA-6786070,1
1318,R-HSA-390453,1
1319,R-HSA-389954,1
1320,R-HSA-8874197,1
1321,R-HSA-2022378,1
1322,R-HSA-380008,1
1323,R-HSA-380048,1
1324,R-HSA-379864,1
1325,R-HSA-380229,1
1326,R-HSA-380240,1
1327,R-HSA-9011949,1
1328,R-HSA-9023859,1
1329,R-HSA-2466706,1
1330,R-HSA-6800198,2
1331,R-HSA-186773,1
1332,R-HSA-3095889,1
1333,R-HSA-373075,1
1334,R-HSA-8858369,1
1335,R-HSA-9686790,1
1336,R-HSA-3322140,1
1337,R-HSA-5687585,1
1338,R-HSA-5221014,1
1339,R-HSA-8858346,1
1340,R-HSA-912429,1
1341,R-HSA-71660,1
1342,R-HSA-187045,1
1343,R-HSA-374214,1
1344,R-HSA-390931,1
1345,R-HSA-5218836,1
1346,R-HSA-6802924,1
1347,R-HSA-917892,1
1348,R-HSA-5621354,1
1349,R-HSA-879358,1
1350,R-HSA-9007901,1
1351,R-HSA-9008577,1
1352,R-HSA-9008696,1
1353,R-HSA-5696491,1
1354,R-HSA-8867135,1
1355,R-HSA-163099,1
1356,R-HSA-8879123,1
1357,R-HSA-448962,1
1358,R-HSA-9670413,1
1359,R-HSA-9670416,1
1360,R-HSA-388529,1
1361,R-HSA-8982018,1
1362,R-HSA-8982021,1
1363,R-HSA-8981892,1
1364,R-HSA-8982019,1
1365,R-HSA-8982020,1
1366,R-HSA-8982012,1
1367,R-HSA-8982640,1
1368,R-HSA-8982017,1
1369,R-HSA-8982026,1
1370,R-HSA-8873850,1
1371,R-HSA-5339524,1
1372,R-HSA-2533874,1
1373,R-HSA-8941234,1
1374,R-HSA-199043,1
1375,R-HSA-190877,1
1376,R-HSA-2529020,1
1377,R-HSA-9681375,1
1378,R-HSA-177501,1
1379,R-HSA-8942575,1
1380,R-HSA-2022052,1
1381,R-HSA-210271,1
1382,R-HSA-5662620,1
1383,R-HSA-9610954,1
1384,R-HSA-168326,1
1385,R-HSA-9681382,1
1386,R-HSA-8877620,2
1387,R-HSA-5685649,1
1388,R-HSA-429036,1
1389,R-HSA-983266,1
1390,R-HSA-1169406,1
1391,R-HSA-5675656,1
1392,R-HSA-6788346,1
1393,R-HSA-5685606,1
1394,R-HSA-8942099,1
1395,R-HSA-1980233,1
1396,R-HSA-3149519,1
1397,R-HSA-8850961,1
1398,R-HSA-422454,1
1399,R-HSA-1236939,1
1400,R-HSA-1236948,1
1401,R-HSA-1236943,1
1402,R-HSA-6782224,1
1403,R-HSA-5635845,1
1404,R-HSA-5662606,1
1405,R-HSA-5661116,1
1406,R-HSA-4754181,1
1407,R-HSA-4722133,1
1408,R-HSA-3662335,1
1409,R-HSA-200908,1
1410,R-HSA-3318571,1
1411,R-HSA-8940959,3
1412,R-HSA-8941701,1
1413,R-HSA-5688397,1
1414,R-HSA-5683672,2
1415,R-HSA-6784620,1
1416,R-HSA-5638209,1
1417,R-HSA-5676589,1
1418,R-HSA-8986994,1
1419,R-HSA-1989764,1
1420,R-HSA-8942101,1
1421,R-HSA-8851929,1
1422,R-HSA-9023840,1
1423,R-HSA-5591040,5
1424,R-HSA-72180,1
1425,R-HSA-1067659,1
1426,R-HSA-3371527,1
1427,R-HSA-3318576,1
1428,R-HSA-3318590,1
1429,R-HSA-392831,1
1430,R-HSA-70494,1
1431,R-HSA-173680,1
1432,R-HSA-3858475,1
1433,R-HSA-9612534,1
1434,R-HSA-5693604,1
1435,R-HSA-6802908,1
1436,R-HSA-6804006,1
1437,R-HSA-6803989,1
1438,R-HSA-8848335,1
1439,R-HSA-9012689,1
1440,R-HSA-9008587,1
1441,R-HSA-9008928,1
1442,R-HSA-3318413,1
1443,R-HSA-9673288,1
1444,R-HSA-9687435,1
1445,R-HSA-5164399,1
1446,R-HSA-74885,1
1447,R-HSA-8982025,1
1448,R-HSA-3878762,1
1449,R-HSA-5229283,2
1450,R-HSA-2328129,1
1451,R-HSA-5658574,1
1452,R-HSA-5667107,1
1453,R-HSA-5658092,1
1454,R-HSA-9035281,1
1455,R-HSA-6789126,1
1456,R-HSA-83660,1
1457,R-HSA-389086,1
1458,R-HSA-389083,1
1459,R-HSA-186786,1
1460,R-HSA-210300,1
1461,R-HSA-6800200,1
1462,R-HSA-166721,1
1463,R-HSA-8939201,1
1464,R-HSA-3364042,1
1465,R-HSA-3322424,1
1466,R-HSA-4084999,1
1467,R-HSA-9638120,1
1468,R-HSA-5691000,1
1469,R-HSA-6782234,1
1470,R-HSA-5082387,1
1471,R-HSA-4754187,1
1472,R-HSA-5661114,1
1473,R-HSA-5661115,1
1474,R-HSA-4724284,1
1475,R-HSA-5661120,1
1476,R-HSA-5661121,1
1477,R-HSA-4724279,1
1478,R-HSA-8942224,1
1479,R-HSA-9621073,1
1480,R-HSA-5621918,1
1481,R-HSA-8940554,1
1482,R-HSA-8942302,1
1483,R-HSA-8940561,1
1484,R-HSA-1604350,1
1485,R-HSA-2089971,1
1486,R-HSA-418365,1
1487,R-HSA-5676599,1
1488,R-HSA-8937656,1
1489,R-HSA-8987202,2
1490,R-HSA-9619024,1
1491,R-HSA-427910,1
1492,R-HSA-9011952,2
1493,R-HSA-9613460,1
1494,R-HSA-912629,1
1495,R-HSA-8936995,1
1496,R-HSA-9659782,1
1497,R-HSA-3791155,1
1498,R-HSA-9035185,1
1499,R-HSA-5678490,1
1500,R-HSA-5632671,1
1501,R-HSA-3697008,1
1502,R-HSA-6810894,1
1503,R-HSA-2033479,1
1504,R-HSA-2033490,1
1505,R-HSA-1604360,1
1506,R-HSA-1168423,1
1507,R-HSA-9011975,1
1508,R-HSA-9011997,1
1509,R-HSA-9012000,1
1510,R-HSA-9024334,1
1511,R-HSA-6786789,1
1512,R-HSA-8856951,1
1513,R-HSA-8856945,1
1514,R-HSA-3371353,1
1515,R-HSA-3244605,1
1516,R-HSA-9650473,1
1517,R-HSA-265166,1
1518,R-HSA-1566979,1
1519,R-HSA-2213207,1
1520,R-HSA-140761,5
1521,R-HSA-2731078,1
1522,R-HSA-8855490,1
1523,R-HSA-6811539,1
1524,R-HSA-9024326,2
1525,R-HSA-8850356,1
1526,R-HSA-5679101,1
1527,R-HSA-139970,2
1528,R-HSA-8854408,1
1529,R-HSA-8866321,1
1530,R-HSA-8933292,1
1531,R-HSA-8933258,1
1532,R-HSA-2173778,1
1533,R-HSA-432121,1
1534,R-HSA-203130,1
1535,R-HSA-8865667,1
1536,R-HSA-5679145,1
1537,R-HSA-5696424,1
1538,R-HSA-8876696,1
1539,R-HSA-191999,1
1540,R-HSA-5694109,1
1541,R-HSA-2507854,1
1542,R-HSA-8939963,2
1543,R-HSA-2424254,2
1544,R-HSA-9035960,2
1545,R-HSA-5602170,2
1546,R-HSA-879411,1
1547,R-HSA-9674532,1
1548,R-HSA-9605057,1
1549,R-HSA-9618479,1
1550,R-HSA-8863009,1
1551,R-HSA-8863014,1
1552,R-HSA-8863587,1
1553,R-HSA-8863013,1
1554,R-HSA-8863012,2
1555,R-HSA-8868260,1
1556,R-HSA-8870628,1
1557,R-HSA-8870558,1
1558,R-HSA-8863011,1
1559,R-HSA-8870703,1
1560,R-HSA-8870698,1
1561,R-HSA-8868567,1
1562,R-HSA-8870710,1
1563,R-HSA-8868340,1
1564,R-HSA-8863007,1
1565,R-HSA-8870686,1
1566,R-HSA-8868573,1
1567,R-HSA-8868666,1
1568,R-HSA-8868344,1
1569,R-HSA-9617941,1
1570,R-HSA-9656250,1
1571,R-HSA-9656254,1
1572,R-HSA-5625123,4
1573,R-HSA-9012852,1
1574,R-HSA-1234164,1
1575,R-HSA-1235070,1
1576,R-HSA-8858270,1
1577,R-HSA-6781797,1
1578,R-HSA-1235037,1
1579,R-HSA-1234161,1
1580,R-HSA-1234167,1
1581,R-HSA-1234171,1
1582,R-HSA-1912396,1
1583,R-HSA-6798004,1
1584,R-HSA-6797993,1
1585,R-HSA-9007220,1
1586,R-HSA-8959573,1
1587,R-HSA-8940032,1
1588,R-HSA-4551721,1
1589,R-HSA-450348,1
1590,R-HSA-8956103,1
1591,R-HSA-1234169,1
1592,R-HSA-1235035,1
1593,R-HSA-8848818,1
1594,R-HSA-1234181,1
1595,R-HSA-1234183,1
1596,R-HSA-8848804,1
1597,R-HSA-8848812,1
1598,R-HSA-6800042,1
1599,R-HSA-1234159,1
1600,R-HSA-480301,1
1601,R-HSA-6805943,1
1602,R-HSA-9007561,1
1603,R-HSA-9007582,1
1604,R-HSA-4656914,1
1605,R-HSA-1234172,1
1606,R-HSA-8956106,1
1607,R-HSA-1234163,1
1608,R-HSA-9617833,2
1609,R-HSA-1234177,1
1610,R-HSA-400228,1
1611,R-HSA-1234173,1
1612,R-HSA-1234165,1
1613,R-HSA-1234166,1
1614,R-HSA-5632738,1
1615,R-HSA-8939900,1
1616,R-HSA-1234179,1
1617,R-HSA-381111,1
1618,R-HSA-9670436,1
1619,R-HSA-452894,1
1620,R-HSA-6800298,1
1621,R-HSA-5617471,1
1622,R-HSA-9670428,1
1623,R-HSA-452838,1
1624,R-HSA-6790036,1
1625,R-HSA-8948136,1
1626,R-HSA-8932184,1
1627,R-HSA-8948139,1
1628,R-HSA-9026001,2
1629,R-HSA-8857583,1
1630,R-HSA-9634702,1
1631,R-HSA-8856930,1
1632,R-HSA-8956099,1
1633,R-HSA-5340214,1
1634,R-HSA-1475017,1
1635,R-HSA-200421,1
1636,R-HSA-1475025,1
1637,R-HSA-1605736,1
1638,R-HSA-983259,1
1639,R-HSA-390597,1
1640,R-HSA-114670,1
1641,R-HSA-114558,3
1642,R-HSA-419490,3
1643,R-HSA-158722,3
1644,R-HSA-158721,3
1645,R-HSA-8850854,3
1646,R-HSA-158795,3
1647,R-HSA-158800,3
1648,R-HSA-139855,4
1649,R-HSA-8850846,3
1650,R-HSA-2046094,3
1651,R-HSA-9668253,4
1652,R-HSA-9668250,2
1653,R-HSA-8870732,1
1654,R-HSA-3247569,1
1655,R-HSA-3318486,2
1656,R-HSA-5619087,1
1657,R-HSA-9671793,2
1658,R-HSA-3560804,1
1659,R-HSA-3636919,1
1660,R-HSA-8948232,1
1661,R-HSA-4420365,1
1662,R-HSA-1889981,1
1663,R-HSA-2038387,1
1664,R-HSA-8987266,1
1665,R-HSA-8987033,1
1666,R-HSA-8986985,1
1667,R-HSA-2038386,1
1668,R-HSA-2077420,1
1669,R-HSA-5638333,1
1670,R-HSA-5649802,1
1671,R-HSA-5649800,1
1672,R-HSA-8853405,1
1673,R-HSA-5655326,1
1674,R-HSA-5655277,1
1675,R-HSA-5655241,1
1676,R-HSA-5655347,1
1677,R-HSA-5655269,1
1678,R-HSA-5655262,1
1679,R-HSA-5655339,1
1680,R-HSA-5655351,1
1681,R-HSA-5655278,1
1682,R-HSA-5655270,1
1683,R-HSA-5655268,1
1684,R-HSA-5655284,1
1685,R-HSA-9681169,1
1686,R-HSA-5690340,1
1687,R-HSA-5686578,2
1688,R-HSA-6799332,2
1689,R-HSA-69891,2
1690,R-HSA-5686704,2
1691,R-HSA-5693540,2
1692,R-HSA-9664883,2
1693,R-HSA-9664862,2
1694,R-HSA-9664879,2
1695,R-HSA-9664850,2
1696,R-HSA-3204303,2
1697,R-HSA-8875013,2
1698,R-HSA-9680443,1
1699,R-HSA-351963,1
1700,R-HSA-2889070,2
1701,R-HSA-2161940,2
1702,R-HSA-2161814,2
1703,R-HSA-383373,1
1704,R-HSA-9013568,1
1705,R-HSA-418925,1
1706,R-HSA-9660829,1
1707,R-HSA-5605147,1
1708,R-HSA-8986944,1
1709,R-HSA-5694494,2
1710,R-HSA-9027532,2
1711,R-HSA-9029531,1
1712,R-HSA-9029591,1
1713,R-HSA-9029521,1
1714,R-HSA-9029555,1
1715,R-HSA-5625574,1
1716,R-HSA-9635486,1
1717,R-HSA-9034714,1
1718,R-HSA-5096538,1
1719,R-HSA-5689317,1
1720,R-HSA-446202,1
1721,R-HSA-4720473,1
1722,R-HSA-4724291,1
1723,R-HSA-9036070,1
1724,R-HSA-6790906,1
1725,R-HSA-2029466,1
1726,R-HSA-5625015,1
1727,R-HSA-1839031,1
1728,R-HSA-9682631,1
1729,R-HSA-9683735,1
1730,R-HSA-9686710,1
1731,R-HSA-5603275,1
1732,R-HSA-9008177,1
1733,R-HSA-9683648,1
1734,R-HSA-9683769,1
1735,R-HSA-9683760,1
1736,R-HSA-9683746,1
1737,R-HSA-9684241,1
1738,R-HSA-9685939,1
1739,R-HSA-9683712,1
1740,R-HSA-9685531,1
1741,R-HSA-9683764,1
1742,R-HSA-9683718,1
1743,R-HSA-9683734,1
1744,R-HSA-9615042,1
1745,R-HSA-2220981,1
